TIMESTAMP,UserID,Location_Type,Location_Inside_or_Outside,Number_of_People_Present,Time_Spent_on_Location,Wearing_Masks,Staff_Properly_Wearing_PPE,People_Properly_Wearing_PPE,Social_Distancing,Additional_Measures_in_Place,Number_of_People_in_the_Party,All_Members_of_Household,All_Members_of_Support_Bubble,Quality_of_the_Airflow,Temperature_in_Venue,Humidity_in_Venue,Clean_after_Every_Usage,Any_Contact_Between_Members,Physical_Activity,Exposure_Led_to_Contamination,Risk_of_Contamination
02/01/20 05:46,d47600eb-d56e-4261-b00e-1af21c407fcb,8,0,3,5,0,0,1,0,0,0,1,0,1,2,0,3,2,2,2,0
02/01/20 05:46,ee4eaadd-102b-40e9-b066-459bdebba72c,17,0,3,4,0,0,0,1,0,1,1,0,2,2,0,1,2,2,2,1
02/01/20 05:50,f4db0ae4-ef74-4849-8171-890c8a9b869c,2,0,3,0,0,0,0,0,0,1,1,0,0,1,0,3,2,2,2,1
02/01/20 05:52,c875ae1b-465b-4c04-90be-519f19f24571,8,0,3,4,0,0,0,0,1,0,1,0,2,1,1,3,2,2,2,1
02/01/20 05:53,0966e871-7bea-40c5-a7a8-03d5ff7f8b23,12,0,1,1,0,0,0,1,0,2,1,0,3,1,1,3,2,2,2,1
02/01/20 05:57,8a5c5b9b-5e7b-4fb1-b682-c9391805f57f,2,0,3,4,0,0,0,1,1,1,1,0,1,1,1,3,2,2,0,0
02/01/20 05:58,d9ad135f-2fb7-43aa-aa2f-b7d054059f49,17,0,3,7,0,0,0,0,0,1,0,0,3,0,0,0,2,2,2,0
02/01/20 06:02,abb5cf75-a45c-4055-9615-47e82af53afa,14,1,2,7,1,0,1,0,0,2,0,0,1,1,2,2,0,0,2,1
02/01/20 06:04,b4cb9fc6-b4b3-4925-88f7-909fe9121cfd,9,0,1,2,1,0,0,0,1,2,0,0,0,1,1,1,2,2,2,0
02/01/20 06:05,9695fdab-e0fe-432a-af32-db5de5826eb3,4,0,3,0,0,0,0,0,1,1,1,0,0,1,2,0,2,2,2,0
02/01/20 06:07,f7d193da-64ea-4355-9cd4-d498533f1636,15,0,0,4,0,0,0,0,0,1,1,0,2,2,1,3,2,2,2,0
02/01/20 06:11,f76390fc-baab-44c0-b2b3-f223e8ca9733,3,0,3,2,0,0,0,0,1,2,1,0,0,0,0,2,2,2,2,0
02/01/20 06:14,6ffd91ea-5863-4a00-8a15-5283f3e3e1fd,4,0,1,5,0,0,0,0,0,1,0,0,2,0,0,1,2,2,2,1
02/01/20 06:17,89dd0374-d983-453b-a432-76a60cb054a7,15,0,2,4,0,0,1,0,0,2,1,0,3,1,0,3,2,2,2,0
02/01/20 06:21,8badf61c-5705-46a8-b55f-9b03ad6ecc40,15,0,3,7,0,0,0,0,0,1,0,0,1,2,0,3,2,2,2,0
02/01/20 06:23,c8321bc4-06fb-4f2f-b9c1-73b61baed6bc,15,0,2,2,0,0,0,0,0,1,0,0,2,1,0,3,2,2,2,0
02/01/20 06:26,36f0b077-8195-4079-bf27-72467ce4c326,0,0,1,2,0,0,0,1,0,2,1,0,0,1,1,2,2,2,2,0
02/01/20 06:28,2e86cf5b-d62d-4eda-934d-fdb04d044809,17,0,3,5,0,0,0,0,0,1,1,0,1,1,1,2,2,2,0,0
02/01/20 06:29,7dd47f88-8a5f-43d2-81aa-321972f8dd9d,3,0,2,4,0,0,0,0,0,1,1,0,3,2,0,1,2,2,2,1
02/01/20 06:31,f461c826-491c-44df-801f-4ed80d36f85d,9,0,3,6,0,0,0,0,0,3,0,0,2,1,1,2,2,2,2,0
02/01/20 06:35,f84e5d4b-79e6-46af-b574-f2f5de89975b,0,0,3,3,0,0,0,0,1,2,1,0,1,2,0,0,2,2,2,1
02/01/20 06:35,be2b84b7-28b0-4c8f-bb0c-0ebb78591a1a,12,0,2,7,0,0,0,0,1,1,1,0,1,0,0,3,2,2,2,1
02/01/20 06:36,f57114ed-48b3-4aaf-b0f8-b3ed84bbd6fc,10,0,3,2,1,0,0,1,1,2,1,0,1,1,1,3,2,2,2,1
02/01/20 06:36,124bf80b-8086-4765-aa8f-4ebbaf0af96f,16,0,2,1,0,0,0,0,1,1,1,0,2,1,0,1,2,2,2,1
02/01/20 06:40,5368200f-3b5a-4615-bb66-aa7a227c1a26,17,0,1,6,0,0,0,1,1,0,0,0,2,1,2,2,2,2,2,0
02/01/20 06:42,7949d32a-1199-4e8e-80a3-24ab82def0dc,8,0,1,7,0,0,0,1,0,1,1,0,0,0,2,3,2,2,2,0
02/01/20 06:42,4165b210-12f9-4e3a-9e18-683761abc59b,8,0,1,2,0,0,0,1,0,1,1,0,2,1,0,3,2,2,2,0
02/01/20 06:43,ed4d8afa-2950-485a-b051-4973ccf66363,15,0,3,3,0,0,0,0,0,2,0,0,1,1,1,3,2,2,2,1
02/01/20 06:43,2207af53-c570-4871-8fa0-031686b078b1,7,0,3,4,0,0,0,0,0,3,1,0,2,1,1,0,2,2,2,1
02/01/20 06:43,038bbb11-cbd4-47be-91d6-ebf69948fc30,2,0,3,6,0,0,0,1,0,3,1,0,2,2,0,3,2,2,2,0
02/01/20 06:46,6fce346c-fc98-4a8a-a9d3-6b25bf5cbb81,9,0,1,4,0,0,1,0,0,1,1,0,2,1,1,2,2,2,2,1
02/01/20 06:46,62105081-3e58-45ad-8e98-fb76a1d055cf,7,0,1,4,0,0,0,0,0,2,1,0,0,1,1,0,2,2,2,0
02/01/20 06:50,80cba9f6-daeb-40f0-ada9-5e703612228a,7,0,3,4,1,1,0,1,0,0,1,0,0,1,0,2,2,2,2,0
02/01/20 06:50,105f9c14-eef2-449e-abd6-37245f337a39,18,1,1,6,0,0,0,0,0,2,1,0,1,1,0,3,1,0,2,1
02/01/20 06:53,a767fb0c-6c61-44e5-852d-5481ddc37add,13,0,2,3,0,1,0,1,0,1,0,0,1,1,0,3,2,2,2,1
02/01/20 06:53,96111e4f-95d6-488c-858a-22039d2dcd20,11,0,3,2,0,0,0,0,0,2,1,0,1,1,0,3,2,2,2,0
02/01/20 06:56,da0e609e-60e9-401c-b36b-d996a6eaeec9,0,0,3,1,0,0,1,1,1,1,1,0,2,0,1,2,2,2,2,1
02/01/20 06:58,5b56eae6-970e-4982-90e6-75acc6bda450,16,0,2,5,0,0,0,0,1,2,1,0,0,1,0,1,2,2,2,0
02/01/20 07:02,ca464d3a-ecb5-4ce6-81cd-eae2153d4329,7,0,2,0,0,1,0,1,0,2,0,0,1,1,0,1,2,2,2,0
02/01/20 07:04,094778db-a192-4786-b76c-f0c04e2d781a,9,0,3,4,1,0,0,0,0,1,1,0,2,1,1,1,2,2,2,1
02/01/20 07:04,885af488-d2c3-4d46-8c48-9b127deb43c8,18,0,2,2,0,0,0,1,1,0,1,0,3,1,1,3,2,2,2,0
02/01/20 07:04,128388d6-e9c7-46ab-9809-f3018051843d,2,0,2,5,0,0,0,0,1,1,0,0,1,1,0,3,2,2,2,0
02/01/20 07:04,21efc7c8-6365-4c94-9f38-90dd00794d43,14,0,3,3,1,0,1,0,1,0,1,0,1,1,1,2,2,2,2,0
02/01/20 07:04,39fc2ef8-2534-43f4-8120-a98b2e689cd6,15,0,2,5,0,0,0,0,0,0,1,0,2,2,0,3,2,2,2,1
02/01/20 07:08,ed8544ac-4159-4d3a-ab5c-77cd888f0e0d,4,0,2,2,0,0,0,0,0,1,1,0,2,1,0,2,2,2,2,1
02/01/20 07:08,8e67d0cb-ddec-46b7-8bae-0a9c48510404,8,0,3,3,0,0,0,0,1,1,1,1,1,1,0,3,2,2,2,0
02/01/20 07:10,0af5bfbb-9099-4eb6-94ae-277a2345a55d,15,0,2,4,0,0,0,0,1,1,1,0,0,1,1,3,2,2,2,0
02/01/20 07:13,0a1899e1-3c47-426c-ac90-eff3d0b28e0a,0,0,2,2,0,0,0,0,1,1,1,0,0,1,0,1,2,2,2,1
02/01/20 07:14,9579e98c-d4a0-4380-b931-d916ec0e14bf,16,0,1,3,0,0,0,0,1,1,1,0,2,1,1,1,2,2,2,1
02/01/20 07:18,0a1a6932-6281-4724-a91d-203370179903,15,0,2,3,0,0,0,0,0,1,1,0,0,0,0,3,2,2,1,1
02/01/20 07:21,ce73585b-caaa-4f17-9a63-ea599ea8d9f8,14,0,2,3,1,0,1,1,0,2,0,0,2,1,1,2,2,2,2,1
02/01/20 07:22,c99a9bf3-b1ac-4543-acbc-69800a21c8df,3,0,2,1,0,0,0,0,0,2,1,0,2,1,0,2,2,2,2,1
02/01/20 07:25,ba268eca-3d52-420a-917b-d8f13bb8778c,15,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1
02/01/20 07:27,465aa32a-4279-4681-99d6-82eb3e8f638f,6,1,1,2,0,1,0,0,0,2,1,0,1,1,0,3,1,0,1,1
02/01/20 07:27,58823e9e-de7c-42ba-93d0-d3bc2d24cdd9,15,0,3,7,0,0,1,1,0,2,1,0,0,1,1,3,2,2,2,0
02/01/20 07:31,23f27e38-6338-4809-8f04-0a1bd7992908,15,0,3,3,0,0,1,1,0,3,1,0,1,1,0,3,2,2,2,0
02/01/20 07:32,41371955-15c1-484d-934d-10412bde035a,7,0,3,7,0,0,1,1,0,2,1,0,1,1,1,0,2,2,2,0
02/01/20 07:33,97d9744f-6693-45d5-9c89-55a543cac3fd,18,1,2,1,0,0,0,0,1,3,1,0,1,1,0,3,0,0,2,0
02/01/20 07:33,a3de434f-a08a-41ad-b35a-701924fc2352,16,1,2,1,0,0,0,0,1,3,1,0,3,1,1,2,0,0,2,0
02/01/20 07:33,b363c572-8ad7-4c8f-8d92-357994f64b18,8,0,2,2,0,0,0,0,1,2,1,0,2,1,0,3,2,2,2,0
02/01/20 07:37,b0e4f572-bd77-4ac5-b71a-f9f8b253e081,15,0,2,0,0,0,0,0,0,2,1,0,2,2,0,3,2,2,2,1
02/01/20 07:37,0538436b-30bd-44a0-aba4-9651a26f1004,8,0,1,0,0,0,0,0,1,1,1,0,2,2,0,3,2,2,2,0
02/01/20 07:40,86e50d8a-c010-4c82-a2cc-f817da9c4a49,7,0,2,6,0,0,1,1,0,0,0,0,1,1,1,2,2,2,2,0
02/01/20 07:44,a07df942-372a-4b92-a320-e792e9ea25dc,15,0,2,1,0,0,0,0,0,1,1,0,0,1,2,3,2,2,2,0
02/01/20 07:46,e9b3c4ab-6981-45c4-8167-306def66823a,16,0,2,6,0,0,0,1,1,0,1,0,3,1,0,2,2,2,2,1
02/01/20 07:49,9ac345c9-99b3-485a-8455-a13097da78a0,11,0,1,1,1,0,0,0,0,3,0,0,1,1,0,3,2,2,2,0
02/01/20 07:51,ce73585b-caaa-4f17-9a63-ea599ea8d9f8,17,0,3,3,0,0,1,0,0,2,1,0,2,2,1,0,2,2,2,1
02/01/20 07:55,1aa1763e-96ee-407d-9765-e99bffcdd9b4,15,0,3,3,0,0,1,0,1,2,1,0,3,1,0,3,2,2,2,0
02/01/20 07:55,078161ee-82f8-4cb2-b0cd-945bb177a1e4,3,0,2,5,0,0,0,0,0,2,1,0,1,1,0,1,2,2,0,0
02/01/20 07:58,335de286-e8fa-4446-a45d-18d4e8d6cecd,4,0,3,7,0,0,0,1,0,2,1,0,2,0,1,2,2,2,0,1
02/01/20 07:59,a80e6457-1c9a-4a2b-b81e-df0a01be4c3f,8,0,2,5,0,0,0,0,0,1,0,0,1,2,1,3,2,2,0,0
02/01/20 08:03,195086d8-8d23-488b-97f4-db25f6ca6273,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,3,2,2,2,1
02/01/20 08:07,24d291be-3e36-4514-a38c-061a7be1595c,16,1,1,6,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0
02/01/20 08:07,52e23b3a-bbc5-4af6-8215-d1144cff7535,16,0,2,2,0,0,0,0,1,2,1,0,3,1,1,2,2,2,2,1
02/01/20 08:08,2ab263ee-8f25-4901-ad43-d3d79ac0336c,4,0,2,2,0,0,1,0,0,1,1,1,1,2,0,2,2,2,2,0
02/01/20 08:12,39843e87-b357-4445-a80f-339aa09e87f2,15,0,3,5,0,0,0,0,1,1,0,0,2,1,0,3,2,2,2,1
02/01/20 08:15,97f39682-a3d5-411b-b068-0502ed10c112,2,0,1,4,0,0,1,0,0,1,0,0,1,1,2,3,2,2,2,0
02/01/20 08:19,60a9ce8d-6b98-46e7-957e-de61fecec46d,8,0,3,2,0,0,0,1,0,1,1,0,2,2,1,3,2,2,2,1
02/01/20 08:20,f1acb3c4-445c-4b1c-bc16-344c242de3de,6,1,2,6,0,0,0,1,0,2,1,0,2,0,0,3,0,0,2,0
02/01/20 08:22,8897b0ba-819e-4b07-adc1-31c943c2a1eb,15,0,2,2,0,0,0,0,0,1,1,0,1,2,0,3,2,2,2,0
02/01/20 08:23,9115860c-cec5-4061-84a1-a91903891345,6,1,2,5,0,0,1,0,1,1,0,0,2,1,1,3,0,0,2,1
02/01/20 08:27,d31f7e1c-b4dc-4130-be36-4f70a098c788,2,0,2,1,1,0,0,0,0,1,1,0,3,0,0,3,2,2,2,1
02/01/20 08:31,96b02cab-c09b-410d-9446-923ebff8600a,1,0,3,7,0,0,0,0,0,1,1,0,1,1,1,3,2,2,0,1
02/01/20 08:31,9361762e-fc9e-4650-840f-282e07fe5336,16,0,3,1,0,0,0,1,0,2,0,0,2,1,1,2,2,2,0,1
02/01/20 08:32,07c1d941-e176-4057-b098-b7f542277052,16,0,3,1,0,0,1,0,1,1,0,0,3,1,1,2,2,2,2,0
02/01/20 08:32,4fe24ed5-b8e9-4217-91bb-454a45cdd9da,16,0,1,6,0,0,0,0,0,1,1,0,2,1,0,2,2,2,0,0
02/01/20 08:35,0d804d08-828e-4251-b9ca-ee2cc0ffb0a3,16,0,1,7,0,0,0,1,0,3,1,1,2,2,0,2,2,2,2,1
02/01/20 08:36,c5d9d4f6-6676-4994-b43e-c3fac8a1259a,5,0,2,3,1,0,0,1,0,0,0,0,2,2,0,3,2,2,2,1
02/01/20 08:38,b5c15fa0-6c54-4815-b9a7-497c99264f03,9,0,2,2,0,0,0,0,0,1,1,1,0,1,0,2,2,2,2,0
02/01/20 08:38,3026138d-84ac-4e62-8bde-c14814d13c2e,8,0,2,5,0,0,1,0,0,2,0,0,2,1,1,3,2,2,2,1
02/01/20 08:39,873da0ba-d3bc-4c37-8416-7161b14294d9,5,0,0,2,0,0,0,0,1,2,1,0,2,1,0,3,2,2,2,1
02/01/20 08:43,5bd07c7f-e375-4693-b334-4496c4d008f0,13,0,3,7,0,0,1,0,1,3,1,0,1,1,1,3,2,2,0,1
02/01/20 08:44,f86976a5-9413-4a24-b29a-cae98da8c656,12,0,2,1,0,0,0,0,1,3,1,0,3,1,2,3,2,2,2,1
02/01/20 08:45,b34c16c3-b3be-4f92-8b39-1ff88603ff83,16,0,3,6,0,0,0,0,1,3,0,0,2,1,0,0,2,2,2,1
02/01/20 08:45,6a83e3d5-bacf-443a-81a2-1c7b0cf34cbf,2,0,3,6,0,0,1,0,0,1,1,0,1,2,0,3,2,2,2,0
02/01/20 08:46,5b8f4520-fe64-462a-9a63-d0b36a4f156a,8,0,3,6,0,0,0,0,0,2,1,0,3,2,1,3,2,2,2,0
02/01/20 08:48,7947050a-b7ce-4c21-ab10-757bd0d17048,6,0,1,7,0,0,0,0,0,3,0,0,3,2,0,3,2,2,2,1
02/01/20 08:52,3df6fd1c-95d6-423f-b1f4-ec024d72bbef,17,0,3,6,0,0,0,0,1,2,0,0,0,2,0,2,2,2,2,0
02/01/20 08:54,505c19e4-787a-47ea-9c87-8b8a57770336,14,1,3,3,1,0,1,0,1,0,1,1,1,1,1,0,1,0,2,1
02/01/20 08:56,72a48442-3859-4a3f-832e-191dc0da5d70,15,0,2,6,0,0,0,1,1,0,0,0,1,1,0,3,2,2,2,0
02/01/20 08:56,9dc6447c-75e7-449b-881d-ef5659c65bea,5,0,3,6,0,0,0,0,0,0,0,0,2,1,1,3,2,2,2,1
02/01/20 08:58,4f27e38e-2df3-418b-b367-e5edb2d273d8,18,0,1,7,0,0,0,1,0,1,0,0,3,1,0,3,2,2,2,1
02/01/20 09:00,f2906be5-91f4-444d-ba70-aa65cf45a4b2,11,0,3,6,0,0,0,0,1,2,0,0,1,2,0,3,2,2,2,0
02/01/20 09:04,47ffa61b-20f0-4e70-aa2e-db4c92b96254,6,1,3,4,0,0,0,1,0,2,0,0,2,0,0,3,1,0,2,0
02/01/20 09:05,fd92bd2f-e9fa-41c2-b377-71efd7b977eb,12,0,2,1,0,0,0,1,0,1,1,0,0,1,2,3,2,2,2,0
02/01/20 09:08,0a0e0542-8bfa-44c4-a1bf-16e5c319cd43,12,0,3,3,0,0,0,0,1,2,0,0,3,1,1,3,2,2,2,1
02/01/20 09:09,d374c660-b9e2-435a-81e6-3c179a597c65,12,0,2,6,0,0,0,1,1,1,0,0,1,1,0,3,2,2,2,0
02/01/20 09:11,58823e9e-de7c-42ba-93d0-d3bc2d24cdd9,7,0,3,1,0,0,1,0,0,2,1,0,0,2,1,0,2,2,2,0
02/01/20 09:11,b15e4232-adc9-4e8e-adad-e918dcf24d39,18,1,2,1,0,0,0,0,0,1,1,0,2,1,0,3,0,0,2,1
02/01/20 09:11,802ed290-a689-42ac-8a92-427310939b74,16,0,1,3,0,0,0,1,0,1,1,0,0,1,0,2,2,2,2,0
02/01/20 09:15,784efc6c-e85c-4ba3-98a6-0cb9734f0d96,3,0,3,3,0,0,0,0,0,3,0,0,3,1,0,1,2,2,2,0
02/01/20 09:19,09990861-c37e-4483-aebe-f16f0476a8e9,5,0,2,2,0,0,0,0,0,0,1,0,1,2,0,3,2,2,2,1
02/01/20 09:19,8f395ce5-66ab-4ac7-a951-fa4ec1ce81bb,17,0,3,2,0,0,0,0,0,1,0,0,0,1,1,0,2,2,2,1
02/01/20 09:23,453d7090-c1ce-4f1f-8be1-8684c850ab5a,16,0,0,0,0,0,0,1,0,2,0,1,3,1,1,0,2,2,2,1
02/01/20 09:23,5cbd6193-2387-4bfc-a0d4-8d31d3e2a837,12,0,1,1,0,0,0,0,1,1,0,0,1,1,0,3,2,2,2,0
02/01/20 09:24,83332055-a9e0-437a-ba67-09b142be7e9c,10,0,3,7,0,0,1,0,0,2,1,1,1,1,0,3,2,2,2,0
02/01/20 09:28,9a9faea0-e978-4baf-8c06-41bb81375050,3,0,3,6,0,0,0,0,0,1,0,1,2,1,0,2,2,2,0,1
02/01/20 09:31,05d9389a-c1f8-4dba-912f-ff4d3cb51b59,8,0,3,7,0,0,0,0,0,0,0,0,3,1,0,3,2,2,2,1
02/01/20 09:33,89fa18ff-3282-4b77-a9f3-aee78264fe82,18,0,3,6,0,0,0,0,0,1,1,0,3,2,0,3,2,2,2,1
02/01/20 09:37,e8d819a7-72be-4378-bd21-f13fb8d93729,18,0,3,6,1,0,0,1,1,2,1,0,3,1,0,3,2,2,2,0
02/01/20 09:40,0401e81f-df55-41ca-8bca-822789dff642,15,0,1,5,0,0,1,0,0,2,1,0,2,1,2,3,2,2,2,1
02/01/20 09:41,bcfb63db-ed79-4beb-b80a-aa401ec748fa,6,0,2,2,0,0,0,0,1,2,1,1,2,0,2,3,2,2,2,0
02/01/20 09:45,d88b40fa-b9d3-4da2-9e10-50568d2c27e2,15,0,1,5,0,0,1,0,1,1,1,0,0,0,2,3,2,2,2,0
02/01/20 09:46,6b80927e-c181-4da4-bfad-5764e66b32b3,17,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,2,2,2,0
02/01/20 09:50,c63b6313-40ac-4845-8fb3-5bd61cf2f718,3,0,2,7,0,0,0,0,0,1,1,0,0,1,0,2,2,2,2,0
02/01/20 09:53,baef9a5f-7e59-4340-bfb3-75ea62ba2fad,3,0,2,5,0,0,1,1,0,1,1,0,3,2,0,1,2,2,2,0
02/01/20 09:53,6cc5eb44-ada1-401d-81d0-de9a42cb29c1,0,0,3,2,0,0,1,0,1,2,1,0,0,1,0,1,2,2,0,0
02/01/20 09:56,d7ac5f64-6e33-427e-b207-1dc62e1fbe27,16,0,0,2,0,0,0,0,0,2,0,0,2,1,1,2,2,2,2,0
02/01/20 10:00,7133cb0d-972d-4e59-a329-e2f1d8b75349,18,1,1,6,0,0,0,0,0,1,1,0,0,2,0,3,1,0,2,0
02/01/20 10:01,81fe0575-cddb-489a-8f4f-514b22b05903,8,0,2,3,0,0,0,1,0,1,1,0,3,2,0,3,2,2,2,0
02/01/20 10:05,1203d675-f78d-4632-9430-4048f8356364,3,0,3,6,0,0,0,0,1,2,0,0,1,2,0,2,2,2,2,0
02/01/20 10:05,657dd756-0d5d-487f-b8eb-f7e72bcf7859,15,0,2,3,0,0,0,1,0,1,1,0,1,0,0,3,2,2,0,1
02/01/20 10:05,058535fe-c3b2-4ca6-b3d2-004d471aca31,8,0,3,7,0,0,0,0,0,2,1,0,1,1,1,3,2,2,2,0
02/01/20 10:06,51b9c185-f6b5-4a5f-9204-78a6378e13f1,15,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,1
02/01/20 10:06,b0649f0f-2629-4f5f-a3f2-c6b15c74cb6f,15,0,1,2,0,0,0,0,1,1,1,0,1,1,1,3,2,2,2,0
02/01/20 10:10,3647d163-34fb-479e-a8c5-afa56bb5b03a,1,0,3,3,0,0,0,0,0,1,1,0,2,1,0,3,2,2,2,1
02/01/20 10:11,a7e2ce73-c0f8-467a-acc5-416223ffb354,7,0,0,3,0,0,1,0,0,1,1,0,2,1,1,0,2,2,2,0
02/01/20 10:13,14115b67-f3ce-4bd3-a8b6-5ecec566ac10,16,0,3,7,1,0,1,1,1,3,1,0,2,1,1,2,2,2,2,1
02/01/20 10:16,2dbf47ce-96da-47b3-af54-590fb7ba0dae,8,0,3,7,0,1,1,0,0,1,1,0,3,2,1,3,2,2,2,0
02/01/20 10:17,12540c0f-b622-448d-87cc-bf11deed0121,15,0,3,2,0,0,0,1,0,2,1,0,0,2,0,3,2,2,2,0
02/01/20 10:20,ceda1ba9-fa22-4483-bf03-1dd46405fbcf,4,0,1,4,0,0,0,0,0,3,0,0,1,2,0,2,2,2,2,0
02/01/20 10:20,4f16ce83-724b-482f-9577-e741615b545b,17,0,3,7,0,0,0,1,0,2,1,0,3,1,0,1,2,2,2,1
02/01/20 10:22,5e418c09-2e14-45e0-bd78-63856535a73e,9,0,2,0,0,0,1,0,0,0,0,0,2,1,1,0,2,2,2,1
02/01/20 10:22,652170a4-2b13-46f7-bf76-4e6c77c3512a,2,0,3,2,0,0,1,1,0,2,1,0,0,0,1,3,2,2,2,0
02/01/20 10:26,be8f1520-71d6-4310-9fd5-c11e7c8b066b,4,0,2,4,0,0,0,0,1,1,0,0,1,1,0,2,2,2,2,0
02/01/20 10:26,bd5ba083-385f-4c51-a481-fc859343d8e1,5,0,3,4,0,0,0,0,0,1,1,0,2,1,1,3,2,2,2,1
02/01/20 10:30,bfcabcba-1d9d-4484-9469-aa8c42ba1a98,2,0,3,0,0,0,0,1,0,1,1,0,0,1,1,3,2,2,0,0
02/01/20 10:34,49481aae-5f83-43fa-bf0c-204dc64196a1,14,1,3,5,1,0,1,1,0,1,1,0,2,2,1,2,1,0,2,1
02/01/20 10:37,f66b40c0-7236-48bf-bc87-8c73ad092cb7,16,0,2,0,0,0,0,1,0,1,0,0,3,1,0,0,2,2,2,0
02/01/20 10:37,535eb376-325e-42e7-9ceb-6f37faa56c9c,2,0,3,3,0,0,0,1,0,1,1,0,3,0,0,3,2,2,0,0
02/01/20 10:38,734c9363-c827-4b2e-8ac7-ef474e6578be,14,0,1,7,1,0,1,0,1,2,1,0,1,2,1,0,2,2,2,1
02/01/20 10:41,bb1425ac-d112-46ed-93a0-c0f24d6f12da,14,0,2,1,1,0,1,0,0,2,1,0,1,2,1,2,2,2,2,1
02/01/20 10:41,7596552d-e060-4497-a5c8-8c0419590181,14,0,0,2,1,0,1,0,0,2,1,0,1,2,0,2,2,2,2,1
02/01/20 10:45,354738b8-94e4-4708-8a19-654b4c9a1c61,16,0,1,6,0,0,1,0,1,1,1,0,0,1,0,2,2,2,2,0
02/01/20 10:48,e3cae6c0-572e-4eaa-b35c-ca73ad52faaa,9,0,3,4,0,0,0,1,1,3,1,0,1,2,1,2,2,2,2,1
02/01/20 10:51,1b03efa6-b820-4e1b-8251-da82b4c4fd3d,17,0,1,6,0,0,0,0,0,1,1,0,1,1,0,2,2,2,2,0
02/01/20 10:53,08e22c7c-92bc-4e26-b6e1-e0cde95c2422,16,0,3,6,0,0,0,1,1,2,1,0,3,1,0,1,2,2,2,1
02/01/20 10:57,8e3ca2be-876a-4540-a62b-653cb280de7a,10,0,1,5,0,0,0,0,0,0,0,0,1,1,0,3,2,2,2,0
02/01/20 10:59,36b212f5-1358-4a10-9b1e-9b14371e8aaa,15,0,3,6,0,0,1,1,0,0,1,1,2,1,1,3,2,2,2,1
02/01/20 10:59,6dbf65c9-d079-4372-9c12-6deca9a66987,9,0,0,4,0,1,0,0,1,2,1,0,3,2,1,0,2,2,2,0
02/01/20 10:59,16df0358-da80-420d-86ca-7ca52234d15e,8,0,2,4,0,1,0,1,0,2,1,0,0,1,1,3,2,2,2,0
02/01/20 10:59,9ba266cb-30f6-4394-b4d8-78aa470ef26e,15,0,2,6,0,0,0,0,1,1,1,1,0,2,0,3,2,2,1,1
02/01/20 11:03,3a4bd9fd-b2cf-49b1-a648-c40506c672ef,6,0,3,6,0,0,0,0,0,2,0,0,3,0,1,3,2,2,0,1
02/01/20 11:04,c77ed02f-ff35-41d1-8046-b7ebcc635bb2,2,0,3,1,0,0,1,1,0,3,1,0,0,1,1,3,2,2,2,1
02/01/20 11:08,11ffd232-6391-4734-bb67-fe70c750e0f6,16,0,3,6,0,1,0,1,0,1,1,0,1,1,0,2,2,2,2,0
02/01/20 11:09,412cc14f-50ee-49e5-816e-720120f9e7bb,10,0,3,3,0,0,0,0,1,3,1,0,1,2,0,3,2,2,2,1
02/01/20 11:12,3d49f6c6-5dca-499d-bd6a-016dd28ec03d,9,0,3,1,0,0,0,0,1,2,1,0,2,2,1,0,2,2,2,0
02/01/20 11:14,b44378ed-d26e-4849-86b1-ca90a86b2af5,15,0,2,2,0,0,0,0,0,1,1,0,2,1,0,3,2,2,2,0
02/01/20 11:17,b9c2efad-b191-41f4-a3ad-f46ee6d4aa58,1,0,1,3,0,0,0,0,0,1,1,0,3,1,1,3,2,2,2,1
02/01/20 11:21,ed94e546-1504-403a-98ab-148e10c9353d,7,0,3,1,0,0,0,0,0,3,0,0,2,2,1,2,2,2,2,0
02/01/20 11:24,393e900e-2a4e-475e-b428-8888ddfa8db1,3,0,2,3,0,0,1,0,1,2,0,1,1,2,0,2,2,2,2,0
02/01/20 11:24,44cb70da-e660-44ae-ba53-41465123d5d4,7,0,3,4,0,0,0,0,0,0,1,0,3,1,0,0,2,2,2,1
02/01/20 11:27,59749a2c-9b41-4e54-946e-28d2b5426d1b,12,0,1,1,0,0,1,0,0,1,1,1,1,1,0,3,2,2,2,0
02/01/20 11:31,7173ae71-944d-41cf-81d1-80235d7d2a3c,18,0,0,7,0,0,0,1,0,1,1,0,1,1,0,3,2,2,2,0
02/01/20 11:35,193d3340-24b5-4f1c-9e5d-ca11c346a586,14,0,2,6,1,0,1,1,0,2,0,0,1,2,0,0,2,2,2,1
02/01/20 11:38,e70a639e-7856-456f-987a-9ba40554872e,6,0,3,1,0,0,0,0,1,3,1,0,0,0,0,3,2,2,2,0
02/01/20 11:41,344a584e-98d6-45de-862d-c12e69210997,0,0,3,4,0,0,0,0,0,1,0,0,3,1,0,2,2,2,1,1
02/01/20 11:41,3df6fd1c-95d6-423f-b1f4-ec024d72bbef,12,1,3,5,0,0,1,0,1,1,0,0,1,2,0,3,1,0,2,1
